iter	Logloss
402	0.1725082198
403	0.1724980256
404	0.1724779349
405	0.1724550928
406	0.1724029559
407	0.1723770443
408	0.1723308386
409	0.1723143085
410	0.1722696873
411	0.1722468164
412	0.1722042034
413	0.1721701368
414	0.1721669892
415	0.1721315817
416	0.1721104469
417	0.172078467
418	0.1720335357
419	0.1720257141
420	0.1720202707
421	0.1719987887
422	0.1719866713
423	0.1719338448
424	0.1719056556
425	0.1718536671
426	0.1718027668
427	0.1717808393
428	0.1717507628
429	0.1717209701
430	0.1717011239
431	0.1716739743
432	0.1716441644
433	0.1715906883
434	0.1715702753
435	0.1715327086
436	0.1714858897
437	0.1714700762
438	0.1714493192
439	0.1713825132
440	0.1713443734
441	0.1713313645
442	0.1712758005
443	0.1712345147
444	0.1712145511
445	0.1711994525
446	0.171170132
447	0.1711402224
448	0.1711142732
449	0.1710759066
450	0.1710334273
451	0.171015022
452	0.1709916701
453	0.1709529819
454	0.1709153069
455	0.1708940896
456	0.1708340249
457	0.1707702111
458	0.1707539377
459	0.1706990596
460	0.1706746334
461	0.1706448224
462	0.170633593
463	0.1705996288
464	0.1705658739
465	0.1705477201
466	0.1705206431
467	0.1704973784
468	0.1704409949
469	0.1704228054
470	0.1704143201
471	0.1703911991
472	0.1703696828
473	0.1703444686
474	0.1702773834
475	0.1702591417
476	0.1702325793
477	0.1701994015
478	0.1701787984
479	0.170147052
480	0.1701275243
481	0.1701171411
482	0.1700926352
483	0.1700636752
484	0.170018772
485	0.1699761789
486	0.1699729115
487	0.1699388233
488	0.169929102
489	0.1698962146
490	0.1698810819
491	0.1698608899
492	0.1698310178
493	0.169815785
494	0.1697955905
495	0.1697860698
496	0.1697663515
497	0.1697338958
498	0.1697243307
499	0.1696952174
500	0.1696553912
501	0.1696335139
502	0.1696066796
503	0.169564844
504	0.1695538823
505	0.1695424647
506	0.1695052958
507	0.1694372867
508	0.1694243377
509	0.1693824033
510	0.1693316479
511	0.1693076502
512	0.1692771718
513	0.1692481573
514	0.1692286367
515	0.1691859037
516	0.169165006
517	0.1691258177
518	0.1690935949
519	0.169074317
520	0.1690442539
521	0.1690242875
522	0.1690228698
523	0.1690031367
524	0.1689769898
525	0.1689438836
526	0.1689233706
527	0.1688678919
528	0.1688357479
529	0.16882332
530	0.1687850337
531	0.168747324
532	0.1687332831
533	0.1687095693
534	0.1686824306
535	0.1686434008
536	0.1686007104
537	0.1685815464
538	0.1685520607
539	0.1685226553
540	0.1685012679
541	0.1684780375
542	0.1684230716
543	0.1684074788
544	0.16838116
545	0.168366355
546	0.1683405954
547	0.1683201063
548	0.1682975415
549	0.1682412282
550	0.1682063746
551	0.1681766486
552	0.1681646597
553	0.168135285
554	0.1680982386
555	0.1680562955
556	0.1680387199
557	0.1680073211
558	0.1679865202
559	0.1679859171
560	0.1679262579
561	0.1679053014
562	0.1678949623
563	0.1678633954
564	0.1678346009
565	0.1678164839
566	0.1677923046
567	0.1677598589
568	0.1677423031
569	0.1677410165
570	0.1677007481
571	0.1676811074
572	0.1676229911
573	0.1675995158
574	0.1675648363
575	0.1675317052
576	0.1675201466
577	0.1675107669
578	0.167483796
579	0.1674634442
580	0.1674599664
581	0.1674380111
582	0.1674225387
583	0.1674105943
584	0.1673868398
585	0.1673604071
586	0.1673146751
587	0.1672978911
588	0.167282459
589	0.1672687673
590	0.1672672492
591	0.1672540875
592	0.1672388584
593	0.1672001223
594	0.1671684995
595	0.1671535648
596	0.167123561
597	0.1671231413
598	0.1670730339
599	0.1670429206
600	0.1669978095
601	0.1669533751
602	0.1669249612
603	0.1669093509
604	0.1668630064
605	0.1668395868
606	0.1668232901
607	0.1667994672
608	0.1667738825
609	0.1667530522
610	0.1667346818
611	0.1667124298
612	0.1667059272
613	0.1666717916
614	0.1666705918
615	0.1666463544
616	0.1666352453
617	0.1666054708
618	0.1665656911
619	0.1665391735
620	0.1665256942
621	0.1664775981
622	0.1664244079
623	0.1664195737
624	0.1663516026
625	0.1663036621
626	0.1662922836
627	0.1662677173
628	0.1662331558
629	0.1662038323
630	0.1661613586
631	0.1661380807
632	0.1660878132
633	0.1660614111
634	0.1660380925
635	0.1660257377
636	0.1659920451
637	0.1659592253
638	0.1659282621
639	0.1659129844
640	0.1659104608
641	0.1658774109
642	0.1658543562
643	0.1658428665
644	0.1658059499
645	0.1657520984
646	0.1657445038
647	0.1656898647
648	0.1656457528
649	0.1656108435
650	0.1655466694
651	0.1655183414
652	0.165474799
653	0.1654606351
654	0.1654426159
655	0.1654353384
656	0.1653998087
657	0.1653720984
658	0.1653557577
659	0.1653529439
660	0.1653289138
661	0.1652989872
662	0.1652884401
663	0.1652544733
664	0.1652249702
665	0.1652072281
666	0.1651762361
667	0.1651387651
668	0.1651106509
669	0.1650665631
670	0.1650336349
671	0.1649855286
672	0.1649818843
673	0.1649544228
674	0.1649122391
675	0.16489618
676	0.1648620489
677	0.1648522862
678	0.1647928647
679	0.1647871785
680	0.1647482464
681	0.1647319815
682	0.164719756
683	0.1647140132
684	0.1646851385
685	0.1646628021
686	0.1646357616
687	0.1646107929
688	0.1646040416
689	0.1645991212
690	0.1645598361
691	0.1645417012
692	0.1645181912
693	0.1644667731
694	0.1644209416
695	0.1643944442
696	0.1643869306
697	0.1643434705
698	0.1643095024
699	0.1643063583
700	0.1642788155
701	0.1642517455
702	0.1642474897
703	0.1642162335
704	0.1642087586
705	0.1641905172
706	0.164176086
707	0.1641349844
708	0.1641027727
709	0.1640672549
710	0.1640555363
711	0.1640451006
712	0.1640311755
713	0.1639866842
714	0.1639414321
715	0.1639313597
716	0.1639181371
717	0.1639033829
718	0.1638886237
719	0.1638515118
720	0.1638277043
721	0.1637919714
722	0.1637584998
723	0.163733821
724	0.1636989792
725	0.1636539389
726	0.163629472
727	0.1636198931
728	0.1636003908
729	0.1635716145
730	0.1635145776
731	0.1635063457
732	0.1634908761
733	0.1634772592
734	0.1634600899
735	0.1634460777
736	0.1634347464
737	0.1634337026
738	0.1634225542
739	0.1633983883
740	0.1633516681
741	0.1633311513
742	0.1633047217
743	0.1632962917
744	0.1632434311
745	0.1631882922
746	0.1631833027
747	0.1631502525
748	0.1631140726
749	0.1630822261
750	0.1630730742
751	0.1630638729
752	0.1630299679
753	0.1630168337
754	0.1629756061
755	0.1629400815
756	0.16291454
757	0.1628963769
758	0.1628725315
759	0.1628321385
760	0.1628264688
761	0.1628116552
762	0.1628116506
763	0.1627835399
764	0.1627733544
765	0.1627581835
766	0.1627490861
767	0.1627230004
768	0.1626882971
769	0.1626543839
770	0.1626401276
771	0.1626301682
772	0.1626173622
773	0.1626170047
774	0.1625769116
775	0.1625613181
776	0.1625352828
777	0.1625167375
778	0.1624520582
779	0.1624341718
780	0.1624250049
781	0.1624095623
782	0.1624073013
783	0.1623733595
784	0.1623568963
785	0.1623209875
786	0.1623040416
787	0.1622906383
788	0.1622526608
789	0.1622367691
790	0.1622257834
791	0.1621999651
792	0.1621826592
793	0.162148188
794	0.1620980875
795	0.1620848598
796	0.1620757323
797	0.1620715612
798	0.1620417205
799	0.1619932534
800	0.1619762657
801	0.1619734691
802	0.1619579774
803	0.1619001469
804	0.1618519579
805	0.1618060512
806	0.1617965806
807	0.1617635793
808	0.1617361707
809	0.1617053313
810	0.1616792174
811	0.1616651469
812	0.1616435204
813	0.1616092084
814	0.1615842815
815	0.1615718583
816	0.1615537969
817	0.161545448
818	0.1615335362
819	0.1615248553
820	0.1615067249
821	0.1614890836
822	0.1614556456
823	0.1614550542
824	0.1614402823
825	0.1614292094
826	0.1613921193
827	0.1613659919
828	0.1613504462
829	0.1612991352
830	0.1612713201
831	0.1612649316
832	0.1612271054
833	0.1612009641
834	0.1612005427
835	0.1611591806
836	0.1611405933
837	0.1611213337
838	0.1610986653
839	0.1610863998
840	0.1610587567
841	0.1610377277
842	0.1610150502
843	0.1609782015
844	0.1609383072
845	0.1609201253
846	0.1609089712
847	0.1608733538
848	0.1608579498
849	0.1608370305
850	0.1608184561
851	0.1608003915
852	0.1607848127
853	0.160746387
854	0.1607417012
855	0.160718284
856	0.1607027528
857	0.160689581
858	0.1606681881
859	0.1606575696
860	0.1606501277
861	0.1606289932
862	0.1605877042
863	0.1605727656
864	0.1605727517
865	0.1605687582
866	0.1605433809
867	0.160506657
868	0.160481543
869	0.1604594042
870	0.1604103626
871	0.1603939963
872	0.160361178
873	0.1603405343
874	0.1603004906
875	0.1602870294
876	0.1602320396
877	0.1602253933
878	0.1601993526
879	0.1601655481
880	0.1601562646
881	0.1601226499
882	0.1600785262
883	0.1600355786
884	0.1599957392
885	0.1599850981
886	0.1599577351
887	0.1599337003
888	0.1599277699
889	0.1598868552
890	0.1598627459
891	0.15984606
892	0.1598438276
893	0.1598035784
894	0.1597971668
895	0.1597764264
896	0.1597445988
897	0.1597006871
898	0.159673247
899	0.1596501754
900	0.1596230001
901	0.1595983752
902	0.1595483107
903	0.1595127356
904	0.1594820805
905	0.1594300234
906	0.1593992656
907	0.1593867268
908	0.1593741875
909	0.1593335901
910	0.1593223125
911	0.1593069694
912	0.1592783065
913	0.1592441653
914	0.1592285461
915	0.1592233497
916	0.1592064519
917	0.159167798
918	0.1591382187
919	0.1591202006
920	0.1591036229
921	0.1590709354
922	0.159051118
923	0.1590042806
924	0.1589762685
925	0.1589625424
926	0.1589464776
927	0.1588874134
928	0.158851053
929	0.1588272266
930	0.1587951664
931	0.1587779492
932	0.1587499916
933	0.158737861
934	0.1587326683
935	0.1586730966
936	0.1586330904
937	0.1585948359
938	0.1585943584
939	0.1585721513
940	0.1585559798
941	0.1585497366
942	0.1585100259
943	0.1584811135
944	0.1584554007
945	0.1584386112
946	0.1584276705
947	0.1584159837
948	0.1584052045
949	0.1583642847
950	0.1583350575
951	0.1583347421
952	0.1582978381
953	0.1582888342
954	0.158274415
955	0.1582500499
956	0.1582212509
957	0.1582185877
958	0.1581793181
959	0.1581537695
960	0.1581072453
961	0.1580900386
962	0.1580668655
963	0.1580516115
964	0.1580267637
965	0.1579956879
966	0.1579760905
967	0.157933627
968	0.1579002831
969	0.1578839907
970	0.157860415
971	0.1578522089
972	0.1578220288
973	0.1577722996
974	0.1577555764
975	0.1577381361
976	0.1577211269
977	0.157711756
978	0.1576854058
979	0.1576818779
980	0.1576287314
981	0.1576013026
982	0.1575881571
983	0.1575788292
984	0.1575578575
985	0.1575578412
986	0.1575393857
987	0.1575235885
988	0.1574982191
989	0.1574662682
990	0.1574293439
991	0.1574063747
992	0.1573941433
993	0.1573702591
994	0.1573456391
995	0.1573281915
996	0.157312467
997	0.157301534
998	0.1572720973
999	0.157233222
1000	0.1571876416
1001	0.1571776782
1002	0.1571212789
1003	0.1570992587
1004	0.1570816685
1005	0.1570548159
1006	0.1570398777
1007	0.1570075977
1008	0.1569760949
1009	0.1569678847
1010	0.1569493551
1011	0.1569209003
1012	0.1569098888
1013	0.1568767771
1014	0.1568555613
1015	0.1568354242
1016	0.1567993738
1017	0.1567831949
1018	0.1567599985
1019	0.1567407511
1020	0.1567405707
1021	0.1567064123
1022	0.1566829987
1023	0.1566531743
1024	0.1566243464
1025	0.1565969858
1026	0.1565685992
1027	0.1565432186
1028	0.1565033283
1029	0.1565020277
1030	0.1565020463
1031	0.156498372
1032	0.1564931679
1033	0.1564800412
1034	0.1564519531
1035	0.1564193938
1036	0.1563990307
1037	0.1563829345
1038	0.1563574934
1039	0.1563245747
1040	0.1562889028
1041	0.1562522102
1042	0.1562170921
1043	0.1561892818
1044	0.1561668144
1045	0.156140167
1046	0.1561285577
1047	0.1560738472
1048	0.1560662657
1049	0.1560621289
1050	0.1560334736
1051	0.1559882627
1052	0.1559468182
1053	0.1559216513
1054	0.1558908536
1055	0.1558337822
1056	0.1558000725
1057	0.1557774988
1058	0.1557427645
1059	0.1556949535
1060	0.1556502297
1061	0.1555931158
1062	0.1555580996
1063	0.1555154336
1064	0.1554872757
1065	0.1554711385
1066	0.155446321
1067	0.1554055792
1068	0.1553739358
1069	0.1553480575
1070	0.1553334874
1071	0.1553181274
1072	0.1552931416
1073	0.1552743606
1074	0.1552521512
1075	0.1552297078
1076	0.1552022199
1077	0.155169334
1078	0.1551379653
1079	0.1550992388
1080	0.1550627291
1081	0.1550301806
1082	0.1550096847
1083	0.1549772018
1084	0.1549542962
1085	0.1549348746
1086	0.1549077418
1087	0.1548694854
1088	0.154828706
1089	0.154787819
1090	0.1547669714
1091	0.1547513263
1092	0.1547027843
1093	0.1546626803
1094	0.1546335684
1095	0.1546122611
1096	0.1545810835
1097	0.1545526694
1098	0.1545496856
1099	0.1545032099
1100	0.1545032192
1101	0.1544834849
1102	0.1544621081
1103	0.1544382244
1104	0.154406824
1105	0.1543677167
1106	0.1543420752
1107	0.1542973676
1108	0.1542335692
1109	0.1541913565
1110	0.1541796526
1111	0.1541461656
1112	0.1541222447
1113	0.1540840185
1114	0.1540348301
1115	0.1540195804
1116	0.1539796754
1117	0.1539347103
1118	0.1539176755
1119	0.1538990461
1120	0.1538677118
1121	0.1538246079
1122	0.1537706707
1123	0.1537499191
1124	0.1537212673
1125	0.1537018877
1126	0.153657331
1127	0.1536297152
1128	0.1536143199
1129	0.1535959036
1130	0.1535504129
1131	0.1535470446
1132	0.1535034974
1133	0.1534703178
1134	0.1534424916
1135	0.1534156344
1136	0.153392688
1137	0.1533328867
1138	0.1532994868
1139	0.1532722417
1140	0.153250772
1141	0.1532233399
1142	0.1531876418
1143	0.1531432542
1144	0.1531330726
1145	0.1530789777
1146	0.1530676251
1147	0.1530460987
1148	0.1530136189
1149	0.1529926868
1150	0.1529346227
1151	0.1528965034
1152	0.1528721973
1153	0.1528520346
1154	0.1528361511
1155	0.1528068815
1156	0.1527866132
1157	0.1527708874
1158	0.1527342478
1159	0.1527096919
1160	0.1526841958
1161	0.1526447003
1162	0.1526094775
1163	0.1525828759
1164	0.1525425087
1165	0.152506609
1166	0.152476595
1167	0.152447314
1168	0.152414033
1169	0.1523824654
1170	0.1523469392
1171	0.1523128441
1172	0.1522929822
1173	0.1522607341
1174	0.1522195308
1175	0.1522011677
1176	0.1521797783
1177	0.1521585667
1178	0.1521162543
1179	0.1520663118
1180	0.1520255403
1181	0.1519832045
1182	0.1519678612
1183	0.151934002
1184	0.1518710361
1185	0.1518403683
1186	0.1518108024
1187	0.1517793542
1188	0.1517445043
1189	0.1517042775
1190	0.1516546541
1191	0.1516183271
1192	0.1515839899
1193	0.1515463427
1194	0.1514955212
1195	0.1514618751
1196	0.1514407197
1197	0.1514094133
1198	0.1513798982
1199	0.1513506539
1200	0.151332136
1201	0.1512899147
1202	0.1512545927
1203	0.1512224824
1204	0.1511984007
1205	0.1511552011
1206	0.1511267364
1207	0.1511173734
1208	0.1510924075
1209	0.1510598985
1210	0.1510134046
1211	0.1509765246
1212	0.1509339832
1213	0.1509057583
1214	0.1508751733
1215	0.1508337603
1216	0.1507950542
1217	0.1507598222
1218	0.1507154047
1219	0.1506695362
1220	0.1506452975
1221	0.1506075583
1222	0.1505704678
1223	0.1505424005
1224	0.1504939982
1225	0.1504647083
1226	0.1504350487
1227	0.1503990386
1228	0.1503694898
1229	0.1503367504
1230	0.1503020449
1231	0.1502529806
1232	0.1502304912
1233	0.1501914114
1234	0.1501635756
1235	0.1501266382
1236	0.1500917285
1237	0.150053353
1238	0.1500077034
1239	0.1499790535
1240	0.1499469415
1241	0.1499133646
1242	0.1498743036
1243	0.1498373852
1244	0.1498004454
1245	0.149773026
1246	0.149754925
1247	0.1497299875
1248	0.1496964226
1249	0.1496630368
1250	0.1496279928
1251	0.1495951422
1252	0.1495563573
1253	0.1495268136
1254	0.1494892116
1255	0.1494612498
1256	0.1494325822
1257	0.149410481
1258	0.1493863568
1259	0.1493530036
1260	0.1493185309
1261	0.1492773148
1262	0.1492632748
1263	0.1492398416
1264	0.1491953485
1265	0.1491609473
1266	0.1491341674
1267	0.1490993983
1268	0.1490606386
1269	0.1490280676
1270	0.1490079131
1271	0.1489782511
1272	0.1489282179
1273	0.1489022325
1274	0.148861023
1275	0.1488189484
1276	0.1487876867
1277	0.1487532961
1278	0.1487120211
1279	0.1486733962
1280	0.1486209478
1281	0.1485796791
1282	0.1485377019
1283	0.148517164
1284	0.1484874461
1285	0.1484556217
1286	0.1484066711
1287	0.1483507071
1288	0.1483009206
1289	0.1482625028
1290	0.1482157493
1291	0.1481653911
1292	0.1481332013
1293	0.1480935803
1294	0.1480338246
1295	0.1479967695
1296	0.1479776115
1297	0.1479392537
1298	0.1478888341
1299	0.1478610688
1300	0.1478201951
1301	0.1477881688
1302	0.1477642448
1303	0.1477298204
1304	0.1477000683
1305	0.1476781165
1306	0.1476509147
1307	0.1476263675
1308	0.1475951925
1309	0.147546069
1310	0.147502752
1311	0.147486175
1312	0.147444811
1313	0.147412725
1314	0.1473773004
1315	0.1473286983
1316	0.1472868076
1317	0.1472490888
1318	0.1472207152
1319	0.147180748
1320	0.1471275803
1321	0.1470833996
1322	0.1470485433
1323	0.1469852374
1324	0.1469490319
1325	0.1469127208
1326	0.1468862358
1327	0.146850328
1328	0.1468139973
1329	0.1467777194
1330	0.1467554001
1331	0.146705636
1332	0.1466722198
1333	0.1466389393
1334	0.1465933191
1335	0.1465698409
1336	0.1465393073
1337	0.1465080128
1338	0.1464681698
1339	0.1464244421
1340	0.1463687652
1341	0.146346047
1342	0.1463131281
1343	0.1462873196
1344	0.1462547017
1345	0.1461975524
1346	0.1461616895
1347	0.1461290468
1348	0.1461009083
1349	0.1460704995
1350	0.1460306166
1351	0.1460000467
1352	0.1459409155
1353	0.1459049607
1354	0.1458786259
1355	0.1458360478
1356	0.1457860775
1357	0.145750905
1358	0.1457217585
1359	0.1456988163
1360	0.145656733
1361	0.145617102
1362	0.14559459
1363	0.1455643102
1364	0.1455458092
1365	0.1455071825
1366	0.1454799619
1367	0.1454418724
1368	0.1454198543
1369	0.1453866972
1370	0.1453577864
1371	0.1453282029
1372	0.1452948212
1373	0.1452543064
1374	0.1452126712
1375	0.145175253
1376	0.145157919
1377	0.1451256735
1378	0.1450858266
1379	0.1450571719
1380	0.1450253009
1381	0.1449742441
1382	0.1449489478
1383	0.1449086086
1384	0.1448591113
1385	0.1448051126
1386	0.1447701002
1387	0.1447152953
1388	0.1446842211
1389	0.1446506305
1390	0.1446170832
1391	0.1445897007
1392	0.1445589814
1393	0.1445369181
1394	0.1445105047
1395	0.1444858675
1396	0.1444640519
1397	0.1444441155
1398	0.1444017532
1399	0.1443697613
1400	0.1443302669
1401	0.1442992589
1402	0.1442702074
1403	0.1442505652
1404	0.1442182686
1405	0.1441935385
1406	0.144167268
1407	0.1441277548
1408	0.1440994518
1409	0.1440733892
1410	0.1440312811
1411	0.1439960992
1412	0.1439386029
1413	0.1438985716
1414	0.1438713437
1415	0.1438366659
1416	0.1437946134
1417	0.1437664801
1418	0.1437468723
1419	0.1437114767
1420	0.1436703334
1421	0.1436209822
1422	0.1435922656
1423	0.1435536885
1424	0.1435183339
1425	0.1434786007
1426	0.1434463966
1427	0.143421053
1428	0.143390808
1429	0.1433492165
1430	0.1433161898
1431	0.1432881126
1432	0.1432448522
1433	0.1432157793
1434	0.1431870789
1435	0.1431650274
1436	0.1431366663
1437	0.1431116065
1438	0.1430786691
1439	0.1430445931
1440	0.1430224638
1441	0.1429818772
1442	0.1429485043
1443	0.1429071266
1444	0.1428732464
1445	0.1428486742
1446	0.1428252444
1447	0.1427974259
1448	0.1427499849
1449	0.1427245927
1450	0.1426915569
1451	0.1426732658
1452	0.1426415108
1453	0.1425989625
1454	0.1425531635
1455	0.1425181144
1456	0.1424889802
1457	0.1424623099
1458	0.1424336678
1459	0.1423986154
1460	0.1423728052
1461	0.1423400884
1462	0.1422901507
1463	0.1422614045
1464	0.1422390954
1465	0.1421880162
1466	0.1421374644
1467	0.1421089342
1468	0.1420854713
1469	0.142041194
1470	0.1420244955
1471	0.1420002248
1472	0.1419806315
1473	0.1419460338
1474	0.1419178127
1475	0.1418849262
1476	0.1418528399
1477	0.1418376546
1478	0.1418076455
1479	0.1417797894
1480	0.1417536849
1481	0.1417278904
1482	0.1416928828
1483	0.1416579435
1484	0.1416209991
1485	0.1415939395
1486	0.1415603321
1487	0.141524654
1488	0.1415060219
1489	0.141475528
1490	0.1414532825
1491	0.1414187237
1492	0.141391485
1493	0.1413712225
1494	0.1413426566
1495	0.141294688
1496	0.1412709315
1497	0.1412432333
1498	0.1412131264
1499	0.1411815826
1500	0.1411513956
1501	0.1411235375
1502	0.1411022738
1503	0.1410790746
1504	0.1410463429
1505	0.1410287083
1506	0.1410161546
1507	0.1409971386
1508	0.1409716649
1509	0.1409307837
1510	0.1409083898
