iter	Passed	Remaining
1660	71676	14628
1661	71722	14586
1662	71768	14543
1663	71818	14501
1664	71860	14458
1665	71908	14416
1666	71954	14373
1667	72002	14331
1668	72052	14289
1669	72104	14248
1670	72171	14209
1671	72225	14168
1672	72274	14126
1673	72319	14083
1674	72362	14040
1675	72406	13997
1676	72448	13953
1677	72491	13910
1678	72534	13867
1679	72576	13824
1680	72620	13781
1681	72664	13738
1682	72707	13694
1683	72750	13651
1684	72795	13608
1685	72835	13564
1686	72878	13521
1687	72923	13478
1688	72966	13435
1689	73009	13392
1690	73051	13348
1691	73096	13306
1692	73139	13262
1693	73183	13219
1694	73227	13176
1695	73268	13133
1696	73314	13090
1697	73355	13046
1698	73401	13004
1699	73444	12960
1700	73485	12917
1701	73530	12874
1702	73571	12830
1703	73617	12788
1704	73660	12744
1705	73703	12701
1706	73747	12658
1707	73790	12615
1708	73832	12571
1709	73874	12528
1710	73918	12485
1711	73962	12442
1712	74008	12399
1713	74049	12356
1714	74091	12312
1715	74135	12269
1716	74179	12226
1717	74221	12183
1718	74265	12139
1719	74311	12097
1720	74353	12053
1721	74399	12011
1722	74443	11967
1723	74484	11924
1724	74529	11881
1725	74572	11838
1726	74617	11795
1727	74660	11752
1728	74704	11709
1729	74749	11666
1730	74792	11622
1731	74837	11580
1732	74882	11537
1733	74929	11494
1734	74972	11451
1735	75018	11408
1736	75063	11365
1737	75109	11322
1738	75152	11279
1739	75199	11236
1740	75243	11193
1741	75285	11150
1742	75330	11107
1743	75373	11064
1744	75417	11020
1745	75464	10978
1746	75513	10935
1747	75557	10892
1748	75601	10849
1749	75647	10806
1750	75692	10763
1751	75737	10720
1752	75780	10677
1753	75828	10634
1754	75873	10592
1755	75919	10549
1756	75965	10506
1757	76011	10463
1758	76063	10421
1759	76110	10378
1760	76158	10336
1761	76202	10292
1762	76249	10250
1763	76294	10207
1764	76336	10163
1765	76379	10120
1766	76426	10077
1767	76467	10034
1768	76510	9990
1769	76553	9947
1770	76594	9904
1771	76636	9860
1772	76679	9817
1773	76725	9774
1774	76766	9730
1775	76811	9687
1776	76854	9644
1777	76895	9601
1778	76938	9557
1779	76980	9514
1780	77024	9471
1781	77065	9427
1782	77109	9384
1783	77151	9341
1784	77192	9297
1785	77233	9254
1786	77276	9210
1787	77322	9167
1788	77363	9124
1789	77408	9081
1790	77450	9038
1791	77493	8994
1792	77538	8951
1793	77579	8908
1794	77625	8865
1795	77667	8821
1796	77709	8778
1797	77752	8735
1798	77794	8691
1799	77841	8649
1800	77883	8605
1801	77927	8562
1802	77973	8519
1803	78015	8476
1804	78061	8433
1805	78107	8390
1806	78152	8347
1807	78194	8303
1808	78242	8261
1809	78286	8217
1810	78329	8174
1811	78375	8131
1812	78418	8088
1813	78463	8045
1814	78515	8002
1815	78560	7959
1816	78605	7916
1817	78649	7873
1818	78693	7830
1819	78741	7787
1820	78787	7744
1821	78838	7702
1822	78889	7659
1823	78935	7616
1824	78978	7573
1825	79025	7530
1826	79072	7487
1827	79117	7444
1828	79167	7401
1829	79208	7358
1830	79257	7315
1831	79303	7272
1832	79349	7229
1833	79395	7186
1834	79444	7143
1835	79490	7100
1836	79540	7057
1837	79583	7014
1838	79629	6971
1839	79673	6928
1840	79718	6884
1841	79766	6842
1842	79809	6798
1843	79857	6755
1844	79902	6712
1845	79951	6669
1846	79995	6626
1847	80042	6583
1848	80089	6540
1849	80137	6497
1850	80184	6454
1851	80227	6411
1852	80273	6368
1853	80315	6324
1854	80360	6281
1855	80402	6238
1856	80447	6194
1857	80488	6151
1858	80530	6108
1859	80574	6064
1860	80617	6021
1861	80660	5978
1862	80703	5934
1863	80747	5891
1864	80789	5848
1865	80830	5804
1866	80875	5761
1867	80918	5718
1868	80961	5674
1869	81003	5631
1870	81049	5588
1871	81091	5544
1872	81136	5501
1873	81180	5458
1874	81221	5414
1875	81265	5371
1876	81307	5328
1877	81353	5284
1878	81393	5241
1879	81439	5198
1880	81482	5154
1881	81523	5111
1882	81567	5068
1883	81610	5024
1884	81656	4981
1885	81699	4938
1886	81740	4894
1887	81786	4851
1888	81827	4808
1889	81873	4765
1890	81918	4721
1891	81965	4678
1892	82007	4635
1893	82052	4592
1894	82099	4549
1895	82141	4505
1896	82187	4462
1897	82233	4419
1898	82276	4375
1899	82319	4332
1900	82366	4289
1901	82410	4246
1902	82454	4202
1903	82500	4159
1904	82544	4116
1905	82591	4073
1906	82634	4029
1907	82681	3986
1908	82723	3943
1909	82769	3900
1910	82815	3856
1911	82866	3813
1912	82912	3770
1913	82960	3727
1914	83003	3684
1915	83051	3641
1916	83097	3597
1917	83144	3554
1918	83193	3511
1919	83236	3468
1920	83283	3424
1921	83329	3381
1922	83376	3338
1923	83420	3295
1924	83468	3252
1925	83515	3208
1926	83562	3165
1927	83610	3122
1928	83654	3079
1929	83700	3035
1930	83747	2992
1931	83795	2949
1932	83841	2906
1933	83890	2862
1934	83934	2819
1935	83983	2776
1936	84029	2733
1937	84078	2689
1938	84122	2646
1939	84169	2603
1940	84214	2559
1941	84259	2516
1942	84302	2473
1943	84344	2429
1944	84386	2386
1945	84429	2342
1946	84474	2299
1947	84516	2256
1948	84559	2212
1949	84601	2169
1950	84644	2125
1951	84687	2082
1952	84729	2039
1953	84774	1995
1954	84815	1952
1955	84859	1908
1956	84900	1865
1957	84942	1822
1958	84985	1778
1959	85027	1735
1960	85071	1691
1961	85112	1648
1962	85155	1605
1963	85197	1561
1964	85239	1518
1965	85282	1474
1966	85327	1431
1967	85368	1388
1968	85411	1344
1969	85453	1301
1970	85496	1257
1971	85538	1214
1972	85580	1171
1973	85625	1127
1974	85666	1084
1975	85710	1041
1976	85749	997
1977	85796	954
1978	85840	910
1979	85884	867
1980	85928	824
1981	85970	780
1982	86015	737
1983	86058	694
1984	86099	650
1985	86143	607
1986	86186	563
1987	86230	520
1988	86273	477
1989	86317	433
1990	86361	390
1991	86405	347
1992	86449	303
1993	86495	260
1994	86539	216
1995	86586	173
1996	86628	130
1997	86670	86
1998	86714	43
1999	86758	0
