iter	Logloss
537	0.5229221506
538	0.5228032901
539	0.5227385181
540	0.5226422225
541	0.5225769714
542	0.522503528
543	0.5224348754
544	0.5222734245
545	0.5221957172
546	0.5220754195
547	0.5219874599
548	0.5218327641
549	0.5217140473
550	0.5216502335
551	0.5215987321
552	0.52150579
553	0.5214060929
554	0.5213220617
555	0.5212444024
556	0.5211113611
557	0.5209578629
558	0.5208781436
559	0.5207673796
560	0.5206510583
561	0.5205265446
562	0.5204522389
563	0.5203669621
564	0.520309568
565	0.52026463
566	0.5201950672
567	0.5200827702
568	0.5199740184
569	0.5198954488
570	0.519769977
571	0.5197056841
572	0.5196045497
573	0.519542748
574	0.5194098504
575	0.5193299873
576	0.5192223853
577	0.5191456841
578	0.5190666354
579	0.5189148141
580	0.5188461136
581	0.5187824435
582	0.5186276039
583	0.5185672395
584	0.518433767
585	0.5184242811
586	0.5183194099
587	0.5182380137
588	0.5181797093
589	0.5180694724
590	0.5180121741
591	0.5179368622
592	0.517822074
593	0.5177078606
594	0.5176179368
595	0.5174990763
596	0.5174225189
597	0.5172801834
598	0.5171961043
599	0.5171133188
600	0.5170445704
601	0.5169657613
602	0.5168605547
603	0.5167468204
604	0.5166245585
605	0.5165585888
606	0.5164714436
607	0.5163570386
608	0.5162431127
609	0.516114958
610	0.5160159316
611	0.5159112999
612	0.515822478
613	0.5156818671
614	0.5155942908
615	0.5155103076
616	0.5154079755
617	0.515301667
618	0.5152220434
619	0.5151486
620	0.5150124926
621	0.5149189277
622	0.514787132
623	0.5146701879
624	0.514593343
625	0.5144995385
626	0.5143679824
627	0.5143107799
628	0.5142462953
629	0.5141594376
630	0.5140676933
631	0.5139818416
632	0.5139170217
633	0.5138078866
634	0.51368596
635	0.5135543081
636	0.5134322857
637	0.5133672262
638	0.5132469764
639	0.5131779406
640	0.5130907475
641	0.5129916732
642	0.51285226
643	0.5127361304
644	0.5126120479
645	0.512537311
646	0.5124557232
647	0.5123683864
648	0.5122767857
649	0.5121985994
650	0.5120850568
651	0.5119758259
652	0.5118731105
653	0.511809105
654	0.5116662425
655	0.5115658747
656	0.5114313961
657	0.5113580006
658	0.5112709992
659	0.51120685
660	0.5111199922
661	0.5110184746
662	0.5109062255
663	0.510853718
664	0.5107526794
665	0.5105844734
666	0.5104851116
667	0.5104281008
668	0.5103307511
669	0.5102432227
670	0.5101324108
671	0.5100663932
672	0.5099291839
673	0.5097888126
674	0.5096802524
675	0.5095783036
676	0.5094895775
677	0.509331001
678	0.509270397
679	0.5091660528
680	0.5090842734
681	0.508981558
682	0.5089159236
683	0.5088346233
684	0.5087411542
685	0.5086487391
686	0.5085389333
687	0.5084255823
688	0.5083017873
689	0.5081994073
690	0.5080810259
691	0.5080190805
692	0.5078676903
693	0.5077531416
694	0.5076223041
695	0.5075192055
696	0.5074075792
697	0.507332459
698	0.5072579137
699	0.5071830809
700	0.5070636456
701	0.5069893877
702	0.5068894031
703	0.5068199361
704	0.5067399293
705	0.5066508199
706	0.506556728
707	0.5064870694
708	0.5064342265
709	0.5063428654
710	0.5062051291
711	0.5061023658
712	0.5060088489
713	0.5059570121
714	0.5058649803
715	0.5057955133
716	0.5056735867
717	0.5055939631
718	0.5054934036
719	0.505386616
720	0.5053142266
721	0.5051833412
722	0.5051371097
723	0.5050872372
724	0.5049654543
725	0.504882573
726	0.5047753063
727	0.5046622907
728	0.5045857332
729	0.5045049119
730	0.5044435414
731	0.5043763261
732	0.504275048
733	0.5041427253
734	0.5040718689
735	0.503909364
736	0.5037807303
737	0.5037272167
738	0.5036511863
739	0.5035686403
740	0.5034782374
741	0.5034202683
742	0.5033303924
743	0.5031783315
744	0.5031241951
745	0.5030282828
746	0.5029307415
747	0.5028746409
748	0.5028188277
749	0.5027519957
750	0.5026517236
751	0.5025820171
752	0.502504214
753	0.5024310581
754	0.5023606808
755	0.5023059216
756	0.5021712514
757	0.5021026947
758	0.5019960508
759	0.5018943415
760	0.5018146701
761	0.5017619709
762	0.5017035228
763	0.5016396132
764	0.5015678466
765	0.5014359551
766	0.5013765009
767	0.5013491931
768	0.5012708152
769	0.5011430917
770	0.5010226982
771	0.5009333013
772	0.5008437128
773	0.5007633706
774	0.5007013773
775	0.5006189271
776	0.5005520951
777	0.5004934074
778	0.5004174728
779	0.5003641509
780	0.5002867311
781	0.5002399247
782	0.500174482
783	0.5001203456
784	0.50008566
785	0.4999398272
786	0.4998363453
787	0.4997977312
788	0.4996706784
789	0.4995710292
790	0.499522546
791	0.4994373651
792	0.4993586039
793	0.499290622
794	0.4992230234
795	0.4991061272
796	0.4990475833
797	0.4989886561
798	0.4988902525
799	0.4988020533
800	0.4987274601
801	0.4986764378
802	0.4986285774
803	0.4984890685
804	0.4984369443
805	0.4983776338
806	0.4983020345
807	0.4982204467
808	0.4981420209
809	0.4980242623
810	0.4979785578
811	0.4978632904
812	0.4978192148
813	0.4977061513
814	0.4976900062
815	0.4976134487
816	0.4975566774
817	0.4974674722
818	0.4973885193
819	0.4972698984
820	0.4971499361
821	0.4970822417
822	0.4970122956
823	0.496958255
824	0.4968597077
825	0.4967667177
826	0.4967396974
827	0.4966537979
828	0.4965731682
829	0.4964791243
830	0.496433803
831	0.4963795708
832	0.4962576922
833	0.4961792184
834	0.4961193809
835	0.4960486204
836	0.495987729
837	0.4959025959
838	0.4958078813
839	0.4956846611
840	0.4956286564
841	0.4955479309
842	0.4954805239
843	0.4954169017
844	0.4953771379
845	0.4952699191
846	0.4951788455
847	0.4950973535
848	0.4949886496
849	0.4949378189
850	0.4948611656
851	0.494742928
852	0.494658801
853	0.4945629844
854	0.4945011828
855	0.494376717
856	0.494288997
857	0.494173011
858	0.4940892194
859	0.4940216208
860	0.4939719399
861	0.493885178
862	0.4938020571
863	0.4937156785
864	0.4936715071
865	0.4935955245
866	0.4935054569
867	0.4934144312
868	0.4933315499
869	0.4932278763
870	0.4931161063
871	0.4930390219
872	0.492974202
873	0.4929080406
874	0.4928081518
875	0.492747979
876	0.4926621753
877	0.4926139796
878	0.4925323438
879	0.4924525286
880	0.4923418605
881	0.492267411
882	0.4921314473
883	0.492019294
884	0.4919386165
885	0.4918832824
886	0.4917703146
887	0.4916854691
888	0.4915816518
889	0.4915307732
890	0.4914628393
891	0.4914141644
892	0.4912796859
893	0.4911900974
894	0.4910501573
895	0.4909795405
896	0.4908568953
897	0.4907565274
898	0.4907123081
899	0.4906291393
900	0.4905426648
901	0.4904933193
902	0.4904378894
903	0.4903725425
904	0.4903042253
905	0.4902858285
906	0.4902118581
907	0.490082889
908	0.4899489853
909	0.48987971
910	0.4898176687
911	0.4897219001
912	0.4896660869
913	0.4896001651
914	0.4894787655
915	0.4893989503
916	0.4893099367
917	0.4892194859
918	0.4891293225
919	0.4889934546
920	0.4889456421
921	0.4888685098
922	0.4887567876
923	0.4886935487
924	0.4886212072
925	0.4885825931
926	0.4885191146
927	0.4884644034
928	0.4883895227
929	0.4883139714
930	0.4882578708
931	0.4881690488
932	0.4881351297
933	0.4879892969
934	0.4879305613
935	0.4878695741
936	0.4877945976
937	0.4877371077
938	0.4876449321
939	0.4875818848
940	0.4874816128
941	0.4873945634
942	0.4873257192
943	0.4872872489
944	0.4872397239
945	0.4871378708
946	0.4870387965
947	0.4869605144
948	0.4868721715
949	0.4868282396
950	0.4867648569
951	0.4866866227
952	0.4866089155
953	0.486503661
954	0.4864280617
955	0.4863473841
956	0.486271689
957	0.4862209542
958	0.4861505769
959	0.4860206496
960	0.4859443796
961	0.4859032743
962	0.4858159854
963	0.4857601244
964	0.4856994725
965	0.4856187949
966	0.4855194331
967	0.4854600269
968	0.4854257724
969	0.4853614316
970	0.485315775
971	0.4852079814
972	0.4851403828
973	0.4850832761
974	0.4849797942
975	0.4848976794
976	0.4847828911
977	0.4847267426
978	0.484661779
979	0.4845873774
980	0.4845437809
981	0.4845007113
982	0.4844281782
983	0.4844145243
984	0.4843378232
985	0.484247037
986	0.4841105942
987	0.4840483613
988	0.4839531196
989	0.4838690885
990	0.483792052
991	0.4837172192
992	0.4836581962
993	0.4835969215
994	0.4834795941
995	0.4834119955
996	0.4833103821
997	0.4832561499
998	0.4832034987
999	0.4831407867
