iter	Passed	Remaining
215	1100	3994
216	1105	3989
217	1119	4015
218	1126	4016
219	1133	4019
220	1143	4029
221	1149	4027
222	1154	4023
223	1161	4022
224	1168	4023
225	1174	4022
226	1179	4015
227	1183	4008
228	1186	3995
229	1198	4010
230	1200	3995
231	1208	4000
232	1212	3992
233	1225	4010
234	1230	4004
235	1234	3995
236	1239	3991
237	1243	3980
238	1247	3971
239	1250	3960
240	1255	3953
241	1259	3945
242	1263	3934
243	1264	3918
244	1266	3903
245	1270	3894
246	1273	3883
247	1276	3871
248	1278	3856
249	1281	3844
250	1284	3833
251	1288	3823
252	1291	3814
253	1295	3805
254	1299	3795
255	1303	3789
256	1308	3783
257	1313	3777
258	1319	3775
259	1324	3769
260	1330	3767
261	1336	3764
262	1341	3758
263	1345	3751
264	1350	3746
265	1355	3740
266	1362	3740
267	1368	3737
268	1373	3732
269	1377	3725
270	1384	3724
271	1388	3716
272	1394	3712
273	1399	3707
274	1405	3704
275	1409	3698
276	1414	3691
277	1418	3683
278	1424	3680
279	1428	3674
280	1432	3666
281	1438	3663
282	1444	3660
283	1450	3655
284	1454	3649
285	1461	3649
286	1466	3643
287	1470	3635
288	1476	3631
289	1481	3628
290	1485	3618
291	1490	3614
292	1496	3610
293	1501	3604
294	1506	3599
295	1511	3594
296	1515	3586
297	1520	3581
298	1524	3574
299	1530	3570
300	1535	3564
301	1539	3557
302	1542	3547
303	1547	3542
304	1551	3536
305	1557	3531
306	1564	3531
307	1569	3527
308	1574	3520
309	1580	3516
310	1583	3509
311	1590	3506
312	1597	3505
313	1602	3501
314	1607	3494
315	1611	3487
316	1617	3484
317	1622	3480
318	1629	3478
319	1633	3471
320	1640	3469
321	1644	3463
322	1649	3458
323	1652	3447
324	1658	3445
325	1661	3434
326	1664	3425
327	1667	3416
328	1670	3407
329	1674	3399
330	1677	3390
331	1680	3381
332	1684	3373
333	1687	3364
334	1689	3354
335	1693	3345
336	1696	3337
337	1699	3328
338	1702	3319
339	1705	3311
340	1708	3301
341	1713	3296
342	1716	3287
343	1721	3283
344	1725	3276
345	1730	3271
346	1734	3264
347	1741	3261
348	1745	3256
349	1749	3249
350	1754	3244
351	1761	3242
352	1766	3237
353	1772	3234
354	1776	3227
355	1780	3221
356	1786	3217
357	1790	3211
358	1795	3206
359	1799	3199
360	1805	3196
361	1816	3200
362	1822	3197
363	1828	3194
364	1832	3188
365	1838	3184
366	1843	3179
367	1847	3172
368	1852	3168
369	1856	3161
370	1860	3154
371	1865	3148
372	1869	3143
373	1895	3171
374	1898	3164
375	1905	3162
376	1909	3155
377	1913	3149
378	1918	3144
379	1923	3138
380	1928	3132
381	1933	3127
382	1937	3121
383	1943	3117
384	1948	3112
385	1954	3109
386	1959	3103
387	1963	3097
388	1970	3095
389	1974	3088
390	1979	3082
391	1984	3077
392	1987	3070
393	1992	3064
394	2002	3066
395	2005	3059
396	2010	3053
397	2017	3051
398	2019	3042
399	2023	3035
400	2028	3030
401	2035	3027
402	2039	3021
403	2043	3015
404	2049	3010
405	2055	3007
406	2059	3000
407	2065	2996
408	2071	2993
409	2076	2988
410	2082	2984
411	2086	2978
412	2090	2971
413	2095	2966
414	2100	2960
415	2104	2955
416	2109	2949
417	2113	2942
418	2116	2934
419	2118	2925
420	2121	2917
421	2124	2909
422	2127	2902
423	2131	2895
424	2133	2886
425	2137	2879
426	2140	2871
427	2143	2864
428	2146	2856
429	2150	2850
430	2153	2842
431	2156	2835
432	2163	2832
433	2167	2826
434	2172	2822
435	2179	2819
436	2184	2814
437	2188	2808
438	2196	2806
439	2199	2799
440	2202	2792
441	2205	2784
442	2209	2778
443	2212	2770
444	2215	2762
445	2218	2755
446	2220	2747
447	2224	2740
448	2227	2733
449	2230	2725
450	2233	2718
451	2235	2710
452	2238	2703
453	2243	2698
454	2248	2693
455	2252	2687
456	2257	2682
457	2262	2677
458	2266	2670
459	2269	2663
460	2272	2657
461	2276	2650
462	2278	2643
463	2281	2635
464	2284	2628
465	2287	2621
466	2291	2615
467	2294	2608
468	2297	2600
469	2300	2593
470	2302	2586
471	2307	2581
472	2312	2576
473	2318	2572
474	2323	2567
475	2326	2561
476	2329	2554
477	2333	2547
478	2336	2541
479	2341	2536
480	2344	2529
481	2347	2522
482	2350	2515
483	2353	2509
484	2356	2502
485	2360	2496
486	2363	2489
487	2366	2482
488	2368	2475
489	2374	2471
490	2378	2465
491	2382	2460
492	2388	2456
493	2393	2451
494	2398	2446
495	2403	2442
496	2408	2437
497	2413	2433
498	2419	2428
499	2424	2424
500	2429	2419
501	2434	2415
502	2439	2410
503	2443	2404
504	2447	2399
505	2453	2395
506	2459	2391
507	2464	2386
508	2470	2382
509	2474	2377
510	2478	2372
511	2483	2367
512	2488	2362
513	2493	2357
514	2501	2355
515	2506	2351
516	2511	2346
517	2516	2341
518	2521	2336
519	2526	2331
520	2531	2327
521	2536	2322
522	2541	2317
523	2546	2312
524	2552	2309
525	2557	2305
526	2561	2299
527	2567	2294
528	2571	2289
529	2575	2283
530	2579	2278
531	2583	2272
532	2586	2266
533	2589	2259
534	2592	2252
535	2596	2248
536	2600	2241
537	2603	2235
538	2607	2229
539	2612	2225
540	2617	2220
541	2625	2218
542	2634	2217
543	2638	2212
544	2642	2206
545	2650	2203
546	2654	2198
547	2659	2193
548	2667	2191
549	2672	2186
550	2679	2183
551	2683	2178
552	2688	2173
553	2695	2169
554	2703	2167
555	2707	2162
556	2716	2160
557	2721	2155
558	2729	2153
559	2734	2148
560	2739	2143
561	2745	2139
562	2750	2134
563	2755	2129
564	2761	2125
565	2766	2121
566	2771	2116
567	2776	2111
568	2780	2106
569	2785	2101
570	2789	2096
571	2795	2091
572	2799	2086
573	2804	2081
574	2810	2077
575	2814	2071
576	2818	2065
577	2820	2059
578	2824	2053
579	2827	2047
580	2829	2040
581	2832	2034
582	2835	2028
583	2838	2021
584	2842	2016
585	2845	2010
586	2848	2004
587	2852	1998
588	2860	1996
589	2864	1990
590	2869	1986
591	2875	1982
592	2882	1978
593	2886	1973
594	2892	1969
595	2897	1964
596	2902	1959
597	2909	1955
598	2914	1950
599	2918	1945
600	2924	1941
601	2928	1936
602	2932	1930
603	2936	1925
604	2940	1919
605	2945	1915
606	2948	1909
607	2951	1902
608	2955	1897
609	2958	1891
610	2962	1885
611	2965	1879
612	2968	1874
613	2972	1868
614	2976	1863
615	2979	1857
616	2982	1851
617	2987	1846
618	2991	1841
619	2996	1836
620	3004	1833
621	3009	1828
622	3013	1823
623	3019	1819
624	3025	1815
625	3030	1810
626	3036	1806
627	3042	1802
628	3047	1797
629	3054	1794
630	3062	1790
631	3070	1787
632	3076	1783
633	3081	1778
634	3088	1775
635	3094	1770
636	3101	1767
637	3106	1762
638	3111	1757
639	3118	1753
640	3124	1750
641	3132	1746
642	3138	1742
643	3142	1737
644	3149	1733
645	3155	1729
646	3160	1724
647	3168	1720
648	3172	1715
649	3180	1712
650	3186	1708
651	3191	1703
652	3199	1699
653	3203	1694
654	3207	1689
655	3211	1683
656	3216	1679
657	3222	1674
658	3225	1668
659	3234	1666
660	3237	1660
661	3240	1654
662	3246	1650
663	3253	1646
664	3257	1641
665	3267	1638
666	3272	1633
667	3279	1630
668	3284	1625
669	3288	1619
670	3295	1615
671	3298	1609
672	3302	1604
673	3306	1599
674	3311	1594
675	3315	1588
676	3318	1583
677	3322	1577
678	3325	1572
679	3329	1566
680	3333	1561
681	3337	1556
682	3343	1551
683	3349	1547
684	3355	1542
685	3364	1540
686	3369	1535
687	3378	1532
688	3383	1527
689	3387	1522
690	3396	1518
691	3401	1513
692	3408	1509
693	3412	1504
694	3417	1499
695	3420	1493
696	3424	1488
697	3428	1483
698	3431	1477
699	3434	1471
700	3437	1466
701	3441	1460
702	3444	1455
703	3447	1449
704	3450	1443
705	3453	1438
706	3459	1433
707	3464	1428
708	3470	1424
709	3474	1419
710	3480	1414
711	3486	1410
712	3491	1405
713	3496	1400
714	3500	1395
715	3506	1390
716	3510	1385
717	3513	1380
718	3519	1375
719	3525	1371
720	3529	1365
721	3532	1360
722	3537	1355
723	3541	1349
724	3544	1344
725	3547	1338
726	3553	1334
727	3560	1330
728	3565	1325
729	3572	1321
730	3577	1316
731	3581	1311
732	3588	1307
733	3592	1301
734	3597	1297
735	3604	1292
736	3608	1287
737	3614	1283
738	3623	1279
739	3627	1274
740	3634	1270
741	3640	1265
742	3645	1261
743	3654	1257
744	3659	1252
745	3664	1247
746	3673	1244
747	3677	1239
748	3685	1235
749	3690	1230
750	3695	1225
751	3704	1221
752	3709	1216
753	3712	1211
754	3718	1206
755	3721	1201
756	3724	1195
757	3727	1189
758	3730	1184
759	3735	1179
760	3738	1174
761	3741	1168
762	3744	1162
763	3749	1158
764	3752	1152
765	3756	1147
766	3759	1142
767	3767	1138
768	3772	1133
769	3776	1128
770	3784	1124
771	3789	1119
772	3794	1114
773	3801	1110
774	3806	1105
775	3813	1100
776	3819	1096
777	3823	1091
778	3830	1086
779	3836	1082
780	3840	1076
781	3848	1072
782	3854	1068
783	3858	1063
784	3866	1058
785	3870	1053
786	3874	1048
787	3882	1044
788	3887	1039
789	3891	1034
790	3898	1030
791	3902	1025
792	3907	1019
793	3916	1016
794	3919	1010
795	3924	1005
796	3932	1001
797	3937	996
798	3944	992
799	3949	987
800	3953	982
801	3959	977
802	3965	972
803	3969	967
804	3976	963
805	3981	958
806	3985	953
807	3990	948
808	3996	943
809	4000	938
810	4005	933
811	4012	928
812	4015	923
813	4018	918
814	4021	912
815	4026	908
816	4029	902
817	4032	897
818	4035	891
819	4038	886
820	4043	881
821	4046	876
822	4049	870
823	4052	865
824	4055	860
825	4060	855
826	4063	850
827	4068	845
828	4076	840
829	4079	835
830	4082	830
831	4085	824
832	4090	820
833	4093	814
834	4096	809
835	4099	804
836	4101	798
837	4106	793
838	4108	788
839	4111	783
840	4114	777
841	4117	772
842	4120	767
843	4124	762
844	4127	757
845	4131	752
846	4138	747
847	4142	742
848	4146	737
849	4151	732
850	4156	727
851	4160	722
852	4164	717
853	4170	712
854	4175	708
855	4179	703
856	4184	698
857	4189	693
858	4193	688
859	4197	683
860	4202	678
861	4206	673
862	4211	668
863	4215	663
864	4220	658
865	4225	653
866	4229	648
867	4235	644
868	4239	639
869	4244	634
870	4249	629
871	4254	624
872	4259	619
873	4263	614
874	4269	609
875	4273	604
876	4278	600
877	4283	595
878	4287	590
879	4292	585
880	4295	580
881	4299	575
882	4302	570
883	4305	565
884	4308	559
885	4311	554
886	4314	549
887	4317	544
888	4320	539
889	4322	534
890	4325	529
891	4328	524
892	4331	519
893	4334	513
894	4337	508
895	4340	503
896	4343	498
897	4347	493
898	4351	488
899	4355	483
900	4359	479
901	4365	474
902	4370	469
903	4375	464
904	4381	459
905	4386	455
906	4391	450
907	4398	445
908	4403	440
909	4407	435
910	4414	431
911	4417	426
912	4422	421
913	4427	416
914	4431	411
915	4437	406
916	4442	402
917	4447	397
918	4451	392
919	4456	387
920	4461	382
921	4466	377
922	4471	372
923	4475	368
924	4480	363
925	4484	358
926	4489	353
927	4494	348
928	4499	343
929	4503	339
930	4508	334
931	4513	329
932	4518	324
933	4522	319
934	4528	314
935	4532	309
936	4537	305
937	4542	300
938	4547	295
939	4552	290
940	4555	285
941	4559	280
942	4562	275
943	4565	270
944	4567	265
945	4570	260
946	4575	256
947	4580	251
948	4583	246
949	4586	241
950	4589	236
951	4593	231
952	4595	226
953	4598	221
954	4601	216
955	4607	212
956	4612	207
957	4616	202
958	4623	197
959	4628	192
960	4633	188
961	4637	183
962	4642	178
963	4645	173
964	4648	168
965	4651	163
966	4655	158
967	4658	153
968	4661	149
969	4664	144
970	4667	139
971	4671	134
972	4674	129
973	4678	124
974	4682	120
975	4689	115
976	4694	110
977	4698	105
978	4704	100
979	4709	96
980	4721	91
981	4726	86
982	4730	81
983	4734	76
984	4742	72
985	4747	67
986	4753	62
987	4758	57
988	4763	52
989	4775	48
990	4780	43
991	4786	38
992	4790	33
993	4794	28
994	4799	24
995	4804	19
996	4807	14
997	4810	9
998	4813	4
999	4816	0
